ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Backorders allowed?","Sold individually?","Weight (lbs)","Length (in)","Width (in)","Height (in)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Meta: _wpcom_is_markdown","Download 1 name","Download 1 URL","Download 2 name","Download 2 URL"
RS116,simple,RS116,Mazamorra 25Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RSB116,simple,RSB116,Mazamorra 5Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RSB117,simple,RSB117,Mazamorra Blanca 5Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS230,simple,RS230,Miel 1 Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS231,simple,RS231,Miel 500g,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS716,simple,RS716,Mostaza C/Miel 300g,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS710,simple,RS710,Mostaza Oscura Hemmer 1Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS711,simple,RS711,Mostaza Oscura Hemmer 300g,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS207,simple,RS207,Nueces Peladas Cuartos 10Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS202,simple,RS202,Nuez C/Cascara 25Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RSB202,simple,RSB202,Nuez C/Cascara 5Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RSK306,simple,RSK306,Nuez Moscada Entera 1Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS306,simple,RS306,Nuez Moscada Entera 25Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RSB306,simple,RSB306,Nuez Moscada Entera 5Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RSK305,simple,RSK305,Nuez Moscada Molida 1Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RSB305,simple,RSB305,Nuez Moscada Molida 5Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS304,simple,RS304,Nuez Moscada Rota 25Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RSK207,simple,RSK207,Nuez Pelada en Cuartos 1Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS206,simple,RS206,Nuez Pelada Mariposa 10Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RSK206,simple,RSK206,Nuez Pelada Mariposa 1Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS130,simple,RS130,Oregano 12.5Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RSH130,simple,RSH130,Oregano Cosecha Dorada 250g,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS1010,simple,RS1010,Pasas de Uva Argentinas Rio Blanco 10Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RSK111,simple,RSK111,Pasas de Uva C/Chocolate 1Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS1310,simple,RS1310,Pasas de Uva Chilenas 10Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS1311,simple,RS1311,Pasas de Uva Jumbo Chilenas 10Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RSK110,simple,RSK110,Pasas de Uva Morenas 1Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RSK1210,simple,RSK1210,Pasas de Uva Rubias 1Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS1210,simple,RS1210,Pasas de Uva Rubias 10Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS1071,simple,RS1071,Pate de Jamon Cosecha Dorada 100g,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS1031,simple,RS1031,Pate de Lengua Cosecha Dorada 100g,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS1051,simple,RS1051,Pate de Pollo Cosecha Dorada 100g,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS704,simple,RS704,Pepinos en Rodajas 550g,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS702,simple,RS702,Pepinos Enteros 2.9Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS703,simple,RS703,Pepinos Enteros 550g,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS3150,simple,RS3150,Perejil 20Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS382,simple,RS382,Pickles Cosecha Dorada 350g,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS383,simple,RS383,Pickles Cosecha Dorada 660g,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS096,simple,RS096,Pimenton Choice 2.5Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RSK097,simple,RSK097,Pimenton Delicia 1Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS0971,simple,RS0971,Pimenton Delicia 2.5Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RSB097,simple,RSB097,Pimenton Delicia 5Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS100,simple,RS100,Pimienta Blanca en Grano 25Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RSB100,simple,RSB100,Pimienta Blanca en Grano 5Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RSB134,simple,RSB134,Pimienta Blanca Molida 5Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS1011,simple,RS1011,Pimienta Negra en Grano 25Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RSB101,simple,RSB101,Pimienta Negra en grano 5Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RSB135,simple,RSB135,Pimienta Negra Molida 5Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS2202,simple,RS2202,Pistacho Pelado Crudo 12Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RSK2202,simple,RSK2202,Pistacho Pelado Crudo 1Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS2201,simple,RS2201,Pistacho Tostado C/Cascara 10Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
